Serial_No,Date,Season,Time_of_Day,Origin,Destination,Cargo_Type,Shipping_Mode,Weather,Special_Handling,Freight_Volume,Price_per_Unit,Delivery_Status
26415,2016-08-22 09:14:05.324453248,Monsoon,Morning,East,East,Agriculture,Sea,Rain,Hazardous,58.36,235.85,On Time
26416,2016-08-22 10:06:39.819998208,Monsoon,Morning,Central,East,Pharma,Road,Clear,None,93.1,212.54,On Time
26417,2016-08-22 10:59:14.315543152,Monsoon,Morning,South,West,Pharma,Air,Storm,None,60.66,486.54,Cancelled
26418,2016-08-22 11:51:48.811088112,Monsoon,Morning,Central,South,Agriculture,Air,Fog,Hazardous,68.9,429.18,Delayed
26419,2016-08-22 12:44:23.306633072,Monsoon,Afternoon,East,West,FMCG,Road,Clear,Hazardous,90.42,218.77,Delayed
26420,2016-08-22 13:36:57.802178032,Monsoon,Afternoon,Central,North,Automobile,Rail,Rain,Perishable,42.69,366.22,Delayed
26421,2016-08-22 14:29:32.297722976,Monsoon,Afternoon,North,South,FMCG,Rail,Clear,Hazardous,94.93,166.79,On Time
26422,2016-08-22 15:22:06.793267936,Monsoon,Afternoon,East,East,FMCG,Sea,Clear,Fragile,93.23,148.57,On Time
26423,2016-08-22 16:14:41.288812896,Monsoon,Afternoon,Central,East,Electronics,Sea,Rain,Fragile,81.33,170.05,Cancelled
26424,2016-08-22 17:07:15.784357840,Monsoon,Evening,West,West,Pharma,Sea,Clear,Hazardous,78.29,176.57,On Time
26425,2016-08-22 17:59:50.279902800,Monsoon,Evening,East,Central,FMCG,Air,Rain,None,72.34,409.05,On Time
26426,2016-08-22 18:52:24.775447760,Monsoon,Evening,North,West,FMCG,Air,Rain,None,74.65,396.56,On Time
26427,2016-08-22 19:44:59.270992720,Monsoon,Evening,West,Central,Electronics,Road,Clear,Hazardous,97.7,202.63,On Time
26428,2016-08-22 20:37:33.766537664,Monsoon,Evening,East,South,Electronics,Sea,Clear,Perishable,77.12,179.21,On Time
26429,2016-08-22 21:30:08.262082624,Monsoon,Night,West,South,Automobile,Road,Clear,Fragile,73.1,269.91,On Time
26430,2016-08-22 22:22:42.757627584,Monsoon,Night,East,South,FMCG,Air,Storm,Perishable,74.73,396.14,Delayed
26431,2016-08-22 23:15:17.253172528,Monsoon,Night,East,North,FMCG,Sea,Fog,Hazardous,87.58,158.05,Delayed
26432,2016-08-23 00:07:51.748717488,Monsoon,Night,South,South,Pharma,Sea,Rain,Perishable,53.83,255.33,Delayed
26433,2016-08-23 01:00:26.244262448,Monsoon,Night,Central,West,FMCG,Road,Clear,Hazardous,100.67,196.71,On Time
26434,2016-08-23 01:53:00.739807408,Monsoon,Night,East,West,Pharma,Road,Rain,Perishable,53.35,367.99,On Time
26435,2016-08-23 02:45:35.235352352,Monsoon,Night,North,Central,FMCG,Road,Rain,None,84.97,232.64,On Time
26436,2016-08-23 03:38:09.730897312,Monsoon,Night,Central,South,Pharma,Rail,Clear,Perishable,71.95,219.33,On Time
26437,2016-08-23 04:30:44.226442272,Monsoon,Night,South,Central,Pharma,Rail,Storm,Fragile,58.8,267.56,Cancelled
26438,2016-08-23 05:23:18.721987216,Monsoon,Morning,Central,West,Pharma,Rail,Clear,Perishable,96.39,164.29,On Time
26439,2016-08-23 06:15:53.217532176,Monsoon,Morning,Central,East,FMCG,Sea,Clear,Perishable,96.52,143.56,On Time
26440,2016-08-23 07:08:27.713077136,Monsoon,Morning,East,South,Automobile,Air,Clear,None,53.1,554.53,Cancelled
26441,2016-08-23 08:01:02.208622096,Monsoon,Morning,North,North,Pharma,Rail,Rain,Perishable,76.52,206.4,On Time
26442,2016-08-23 08:53:36.704167040,Monsoon,Morning,East,North,FMCG,Sea,Storm,None,44.86,305.28,Delayed
26443,2016-08-23 09:46:11.199712000,Monsoon,Morning,North,East,FMCG,Air,Clear,Fragile,75.29,393.24,On Time
26444,2016-08-23 10:38:45.695256960,Monsoon,Morning,North,Central,Pharma,Road,Clear,Fragile,70.7,278.94,On Time
26445,2016-08-23 11:31:20.190801920,Monsoon,Morning,West,Central,Electronics,Rail,Clear,Hazardous,132.74,119.64,On Time
26446,2016-08-23 12:23:54.686346864,Monsoon,Afternoon,East,Central,Agriculture,Sea,Clear,Hazardous,74.38,185.73,Delayed
26447,2016-08-23 13:16:29.181891824,Monsoon,Afternoon,South,South,Automobile,Rail,Storm,Hazardous,36.08,431.5,Cancelled
26448,2016-08-23 14:09:03.677436784,Monsoon,Afternoon,Central,Central,Pharma,Road,Fog,Hazardous,47.14,415.45,Cancelled
26449,2016-08-23 15:01:38.172981728,Monsoon,Afternoon,West,North,Electronics,Road,Rain,None,102.91,192.47,On Time
26450,2016-08-23 15:54:12.668526688,Monsoon,Afternoon,South,North,Agriculture,Air,Clear,Perishable,84.61,350.43,On Time
26451,2016-08-23 16:46:47.164071648,Monsoon,Afternoon,East,North,Agriculture,Sea,Clear,None,125.21,110.93,On Time
26452,2016-08-23 17:39:21.659616608,Monsoon,Evening,North,Central,Automobile,Sea,Rain,Fragile,56.72,242.55,On Time
26453,2016-08-23 18:31:56.155161552,Monsoon,Evening,East,South,Electronics,Air,Rain,Hazardous,106.62,278.76,Delayed
26454,2016-08-23 19:24:30.650706512,Monsoon,Evening,East,North,Electronics,Air,Clear,Hazardous,91.92,322.86,Delayed
26455,2016-08-23 20:17:05.146251472,Monsoon,Evening,West,West,Automobile,Air,Clear,Hazardous,59.77,493.66,On Time
26456,2016-08-23 21:09:39.641796416,Monsoon,Night,South,North,Pharma,Rail,Clear,Fragile,66.1,238.45,On Time
26457,2016-08-23 22:02:14.137341376,Monsoon,Night,West,South,Pharma,Sea,Rain,Perishable,77.18,179.07,On Time
26458,2016-08-23 22:54:48.632886336,Monsoon,Night,South,North,Agriculture,Rail,Clear,Hazardous,97.51,162.42,On Time
26459,2016-08-23 23:47:23.128431296,Monsoon,Night,West,East,Electronics,Rail,Fog,Hazardous,79.19,199.53,Cancelled
26460,2016-08-24 00:39:57.623976240,Monsoon,Night,Central,East,Electronics,Road,Clear,Fragile,66.27,297.31,Delayed
26461,2016-08-24 01:32:32.119521200,Monsoon,Night,North,East,Automobile,Sea,Clear,None,76.57,180.48,On Time
26462,2016-08-24 02:25:06.615066160,Monsoon,Night,North,North,Automobile,Sea,Clear,None,71.26,193.74,Cancelled
26463,2016-08-24 03:17:41.110611104,Monsoon,Night,North,South,Agriculture,Rail,Clear,Fragile,80.96,195.22,Delayed
26464,2016-08-24 04:10:15.606156064,Monsoon,Night,Central,Central,Pharma,Sea,Rain,Perishable,46.38,295.48,On Time
26465,2016-08-24 05:02:50.101701024,Monsoon,Morning,Central,South,Pharma,Rail,Rain,Perishable,75.72,208.55,On Time
26466,2016-08-24 05:55:24.597245984,Monsoon,Morning,North,West,Pharma,Sea,Clear,Fragile,76.06,181.68,On Time
26467,2016-08-24 06:47:59.092790928,Monsoon,Morning,North,West,FMCG,Road,Rain,None,74.82,263.78,On Time
26468,2016-08-24 07:40:33.588335888,Monsoon,Morning,South,South,FMCG,Rail,Fog,Hazardous,64.15,245.59,Delayed
26469,2016-08-24 08:33:08.083880848,Monsoon,Morning,South,North,Agriculture,Air,Clear,Perishable,62.54,472.14,On Time
26470,2016-08-24 09:25:42.579425792,Monsoon,Morning,East,East,FMCG,Air,Clear,None,88.82,334.0,Cancelled
26471,2016-08-24 10:18:17.074970752,Monsoon,Morning,West,East,Automobile,Sea,Rain,Fragile,53.68,256.04,On Time
26472,2016-08-24 11:10:51.570515712,Monsoon,Morning,South,Central,FMCG,Road,Rain,Perishable,75.39,261.81,On Time
26473,2016-08-24 12:03:26.066060672,Monsoon,Afternoon,South,North,Automobile,Sea,Clear,Fragile,106.46,130.28,On Time
26474,2016-08-24 12:56:00.561605616,Monsoon,Afternoon,South,Central,FMCG,Rail,Clear,Perishable,66.56,236.83,Delayed
26475,2016-08-24 13:48:35.057150576,Monsoon,Afternoon,South,South,Agriculture,Air,Rain,Hazardous,97.3,305.19,On Time
26476,2016-08-24 14:41:09.552695536,Monsoon,Afternoon,Central,Central,FMCG,Sea,Storm,None,48.03,285.54,Delayed
26477,2016-08-24 15:33:44.048240480,Monsoon,Afternoon,East,West,Automobile,Sea,Clear,Hazardous,98.13,141.23,On Time
26478,2016-08-24 16:26:18.543785440,Monsoon,Afternoon,South,Central,Agriculture,Road,Fog,Hazardous,98.72,200.56,Delayed
26479,2016-08-24 17:18:53.039330400,Monsoon,Evening,West,East,Pharma,Rail,Rain,Fragile,48.57,322.78,On Time
26480,2016-08-24 18:11:27.534875360,Monsoon,Evening,South,West,Pharma,Air,Rain,Perishable,72.11,410.34,On Time
26481,2016-08-24 19:04:02.030420304,Monsoon,Evening,Central,East,FMCG,Sea,Clear,Perishable,76.22,181.3,Cancelled
26482,2016-08-24 19:56:36.525965264,Monsoon,Evening,North,South,Electronics,Rail,Clear,Perishable,127.81,124.21,On Time
26483,2016-08-24 20:49:11.021510224,Monsoon,Evening,North,Central,Pharma,Rail,Clear,Perishable,106.0,149.53,On Time
26484,2016-08-24 21:41:45.517055168,Monsoon,Night,East,Central,FMCG,Rail,Clear,Hazardous,88.18,179.41,Delayed
26485,2016-08-24 22:34:20.012600128,Monsoon,Night,North,Central,Automobile,Rail,Clear,Hazardous,76.49,206.48,On Time
26486,2016-08-24 23:26:54.508145088,Monsoon,Night,South,North,Agriculture,Road,Rain,Perishable,89.58,220.8,On Time
26487,2016-08-25 00:19:29.003690048,Monsoon,Night,Central,North,Automobile,Air,Clear,Fragile,61.64,478.93,On Time
26488,2016-08-25 01:12:03.499234992,Monsoon,Night,East,West,Automobile,Road,Clear,Hazardous,72.57,271.85,On Time
26489,2016-08-25 02:04:37.994779952,Monsoon,Night,South,East,Electronics,Sea,Clear,Hazardous,89.93,153.96,Delayed
26490,2016-08-25 02:57:12.490324912,Monsoon,Night,North,South,Pharma,Air,Fog,Fragile,55.29,532.95,Delayed
26491,2016-08-25 03:49:46.985869856,Monsoon,Night,West,North,Agriculture,Rail,Clear,Hazardous,118.1,134.34,On Time
26492,2016-08-25 04:42:21.481414816,Monsoon,Night,South,East,FMCG,Rail,Clear,Hazardous,83.14,190.16,On Time
26493,2016-08-25 05:34:55.976959776,Monsoon,Morning,West,Central,Pharma,Sea,Clear,None,95.71,144.76,On Time
26494,2016-08-25 06:27:30.472504736,Monsoon,Morning,West,Central,Pharma,Rail,Clear,Perishable,66.95,235.47,Delayed
26495,2016-08-25 07:20:04.968049680,Monsoon,Morning,East,East,Automobile,Rail,Clear,None,84.42,187.31,On Time
26496,2016-08-25 08:12:39.463594640,Monsoon,Morning,Central,Central,Agriculture,Air,Clear,Perishable,78.91,375.42,Delayed
26497,2016-08-25 09:05:13.959139600,Monsoon,Morning,North,North,FMCG,Air,Clear,Hazardous,93.75,316.62,On Time
26498,2016-08-25 09:57:48.454684544,Monsoon,Morning,North,South,Automobile,Road,Storm,Fragile,51.41,381.61,Cancelled
26499,2016-08-25 10:50:22.950229504,Monsoon,Morning,South,North,FMCG,Air,Clear,Hazardous,82.71,358.38,On Time
26500,2016-08-25 11:42:57.445774464,Monsoon,Morning,North,Central,Electronics,Air,Clear,None,93.43,317.7,Delayed
26501,2016-08-25 12:35:31.941319424,Monsoon,Afternoon,East,South,Pharma,Sea,Clear,Hazardous,68.63,201.06,On Time
26502,2016-08-25 13:28:06.436864368,Monsoon,Afternoon,North,Central,Pharma,Rail,Fog,Hazardous,69.31,227.56,Cancelled
26503,2016-08-25 14:20:40.932409328,Monsoon,Afternoon,South,South,FMCG,Sea,Rain,Hazardous,61.66,223.43,Delayed
26504,2016-08-25 15:13:15.427954288,Monsoon,Afternoon,North,West,Automobile,Air,Rain,Fragile,42.58,688.39,On Time
26505,2016-08-25 16:05:49.923499232,Monsoon,Afternoon,Central,Central,Automobile,Rail,Clear,Hazardous,60.71,259.28,On Time
26506,2016-08-25 16:58:24.419044192,Monsoon,Afternoon,West,West,Pharma,Sea,Clear,Fragile,53.95,254.78,Cancelled
26507,2016-08-25 17:50:58.914589152,Monsoon,Evening,West,North,Pharma,Road,Clear,Fragile,80.6,245.1,Delayed
26508,2016-08-25 18:43:33.410134112,Monsoon,Evening,West,North,FMCG,Road,Rain,None,71.29,276.66,On Time
26509,2016-08-25 19:36:07.905679056,Monsoon,Evening,Central,North,FMCG,Air,Clear,Fragile,87.89,337.5,On Time
26510,2016-08-25 20:28:42.401224016,Monsoon,Evening,East,Central,Electronics,Air,Clear,Hazardous,101.98,291.32,Delayed
26511,2016-08-25 21:21:16.896768976,Monsoon,Night,South,East,FMCG,Sea,Fog,Fragile,40.5,337.35,Delayed
26512,2016-08-25 22:13:51.392313920,Monsoon,Night,Central,West,Agriculture,Rail,Rain,Perishable,89.41,176.97,On Time
26513,2016-08-25 23:06:25.887858880,Monsoon,Night,South,West,Electronics,Sea,Fog,Perishable,83.79,165.11,Delayed
26514,2016-08-25 23:59:00.383403840,Monsoon,Night,East,West,FMCG,Air,Storm,Hazardous,59.17,498.59,Cancelled
26515,2016-08-26 00:51:34.878948800,Monsoon,Night,Central,Central,Automobile,Road,Rain,None,58.42,336.59,On Time
26516,2016-08-26 01:44:09.374493744,Monsoon,Night,North,West,Pharma,Road,Clear,Hazardous,83.32,237.19,On Time
26517,2016-08-26 02:36:43.870038704,Monsoon,Night,East,West,Electronics,Road,Rain,Perishable,92.25,214.48,On Time
26518,2016-08-26 03:29:18.365583664,Monsoon,Night,West,West,Pharma,Rail,Clear,Hazardous,57.22,274.82,On Time
26519,2016-08-26 04:21:52.861128608,Monsoon,Night,Central,Central,Automobile,Rail,Clear,Fragile,86.44,182.98,On Time
26520,2016-08-26 05:14:27.356673568,Monsoon,Morning,East,Central,Automobile,Sea,Clear,Hazardous,69.23,199.35,On Time
26521,2016-08-26 06:07:01.852218528,Monsoon,Morning,East,East,Automobile,Air,Clear,Hazardous,84.37,351.41,Delayed
26522,2016-08-26 06:59:36.347763488,Monsoon,Morning,Central,West,Automobile,Sea,Clear,Perishable,61.2,225.08,On Time
26523,2016-08-26 07:52:10.843308432,Monsoon,Morning,West,East,Pharma,Rail,Clear,Hazardous,68.06,231.68,On Time
26524,2016-08-26 08:44:45.338853392,Monsoon,Morning,West,West,Agriculture,Rail,Rain,Hazardous,67.64,233.1,On Time
26525,2016-08-26 09:37:19.834398352,Monsoon,Morning,East,West,Automobile,Sea,Rain,Hazardous,81.18,170.36,On Time
26526,2016-08-26 10:29:54.329943296,Monsoon,Morning,South,North,Agriculture,Air,Storm,None,86.56,342.62,Delayed
26527,2016-08-26 11:22:28.825488256,Monsoon,Morning,East,North,Automobile,Air,Clear,None,75.9,390.12,On Time
26528,2016-08-26 12:15:03.321033216,Monsoon,Afternoon,Central,East,Automobile,Sea,Clear,None,102.92,134.72,On Time
26529,2016-08-26 13:07:37.816578176,Monsoon,Afternoon,Central,Central,FMCG,Rail,Rain,Perishable,76.99,205.15,On Time
26530,2016-08-26 14:00:12.312123120,Monsoon,Afternoon,Central,East,FMCG,Rail,Storm,Fragile,64.24,245.25,Cancelled
26531,2016-08-26 14:52:46.807668080,Monsoon,Afternoon,West,North,Agriculture,Road,Clear,Fragile,77.1,256.08,On Time
26532,2016-08-26 15:45:21.303213040,Monsoon,Afternoon,North,South,Electronics,Road,Clear,None,85.93,230.07,On Time
26533,2016-08-26 16:37:55.798757984,Monsoon,Afternoon,Central,Central,Agriculture,Rail,Clear,None,122.16,129.91,On Time
26534,2016-08-26 17:30:30.294302944,Monsoon,Evening,Central,South,Pharma,Air,Clear,Fragile,88.04,336.93,On Time
26535,2016-08-26 18:23:04.789847904,Monsoon,Evening,South,Central,FMCG,Air,Storm,None,60.7,486.22,Delayed
26536,2016-08-26 19:15:39.285392864,Monsoon,Evening,South,North,Agriculture,Sea,Rain,Fragile,72.25,191.13,On Time
26537,2016-08-26 20:08:13.780937808,Monsoon,Evening,East,South,Agriculture,Rail,Rain,Hazardous,89.83,176.15,On Time
26538,2016-08-26 21:00:48.276482768,Monsoon,Night,East,South,Agriculture,Sea,Storm,None,69.09,199.74,Delayed
26539,2016-08-26 21:53:22.772027728,Monsoon,Night,East,West,Agriculture,Rail,Clear,Fragile,88.88,178.02,On Time
26540,2016-08-26 22:45:57.267572672,Monsoon,Night,Central,South,Agriculture,Rail,Clear,Perishable,87.02,181.78,On Time
26541,2016-08-26 23:38:31.763117632,Monsoon,Night,South,West,FMCG,Sea,Storm,Perishable,78.69,175.68,Delayed
26542,2016-08-27 00:31:06.258662592,Monsoon,Night,East,North,Automobile,Rail,Clear,Fragile,55.43,283.54,Cancelled
26543,2016-08-27 01:23:40.754207552,Monsoon,Night,South,South,Electronics,Road,Rain,Perishable,55.21,355.81,On Time
26544,2016-08-27 02:16:15.249752496,Monsoon,Night,Central,West,Pharma,Sea,Rain,Perishable,71.05,194.31,Delayed
26545,2016-08-27 03:08:49.745297456,Monsoon,Night,Central,South,Electronics,Sea,Rain,Perishable,76.39,180.9,Delayed
26546,2016-08-27 04:01:24.240842416,Monsoon,Night,East,North,Pharma,Sea,Storm,None,77.1,179.26,Delayed
26547,2016-08-27 04:53:58.736387360,Monsoon,Night,Central,South,Agriculture,Air,Rain,Perishable,77.94,380.04,Cancelled
26548,2016-08-27 05:46:33.231932320,Monsoon,Morning,Central,South,FMCG,Rail,Clear,Fragile,70.93,222.44,On Time
26549,2016-08-27 06:39:07.727477280,Monsoon,Morning,South,East,Pharma,Sea,Rain,Fragile,67.85,203.34,On Time
26550,2016-08-27 07:31:42.223022240,Monsoon,Morning,North,East,Electronics,Air,Clear,Perishable,95.78,309.98,On Time
26551,2016-08-27 08:24:16.718567184,Monsoon,Morning,West,West,Electronics,Road,Clear,None,88.23,224.14,Cancelled
26552,2016-08-27 09:16:51.214112144,Monsoon,Morning,East,South,Agriculture,Sea,Clear,Fragile,120.45,115.27,On Time
26553,2016-08-27 10:09:25.709657104,Monsoon,Morning,North,South,Electronics,Road,Clear,Hazardous,101.3,195.5,On Time
26554,2016-08-27 11:02:00.205202064,Monsoon,Morning,East,South,Agriculture,Air,Clear,None,149.87,198.85,On Time
26555,2016-08-27 11:54:34.700747008,Monsoon,Morning,North,South,Agriculture,Rail,Rain,Fragile,63.6,247.68,On Time
26556,2016-08-27 12:47:09.196291968,Monsoon,Afternoon,Central,East,Automobile,Road,Clear,None,80.05,246.76,Delayed
26557,2016-08-27 13:39:43.691836928,Monsoon,Afternoon,East,South,Agriculture,Road,Rain,Perishable,83.32,237.19,On Time
26558,2016-08-27 14:32:18.187381872,Monsoon,Afternoon,North,West,Electronics,Air,Clear,None,131.53,226.36,On Time
26559,2016-08-27 15:24:52.682926832,Monsoon,Afternoon,West,South,Agriculture,Road,Clear,Fragile,97.48,203.09,On Time
26560,2016-08-27 16:17:27.178471792,Monsoon,Afternoon,Central,East,Electronics,Rail,Clear,Hazardous,130.36,121.8,On Time
26561,2016-08-27 17:10:01.674016752,Monsoon,Evening,East,West,Agriculture,Sea,Rain,Perishable,53.75,255.71,On Time
26562,2016-08-27 18:02:36.169561696,Monsoon,Evening,East,East,Agriculture,Air,Clear,Fragile,121.01,245.88,On Time
26563,2016-08-27 18:55:10.665106656,Monsoon,Evening,North,West,FMCG,Rail,Clear,Fragile,94.11,168.23,Cancelled
26564,2016-08-27 19:47:45.160651616,Monsoon,Evening,East,West,Agriculture,Air,Clear,None,81.45,363.86,On Time
26565,2016-08-27 20:40:19.656196560,Monsoon,Evening,Central,South,Agriculture,Sea,Rain,None,78.35,176.43,On Time
26566,2016-08-27 21:32:54.151741520,Monsoon,Night,South,Central,Agriculture,Rail,Clear,Perishable,141.97,111.91,Cancelled
26567,2016-08-27 22:25:28.647286480,Monsoon,Night,North,East,Automobile,Sea,Clear,None,81.95,168.78,On Time
26568,2016-08-27 23:18:03.142831440,Monsoon,Night,West,West,Pharma,Rail,Clear,Hazardous,78.34,201.66,On Time
26569,2016-08-28 00:10:37.638376384,Monsoon,Night,East,West,Electronics,Air,Clear,Hazardous,114.8,259.07,On Time
26570,2016-08-28 01:03:12.133921344,Monsoon,Night,Central,East,Automobile,Air,Clear,Fragile,80.54,367.92,On Time
26571,2016-08-28 01:55:46.629466304,Monsoon,Night,East,East,Automobile,Air,Clear,None,70.32,420.64,On Time
26572,2016-08-28 02:48:21.125011248,Monsoon,Night,West,North,FMCG,Rail,Clear,Perishable,82.68,191.2,On Time
26573,2016-08-28 03:40:55.620556208,Monsoon,Night,Central,East,Pharma,Air,Clear,Fragile,99.39,298.83,On Time
26574,2016-08-28 04:33:30.116101168,Monsoon,Night,West,Central,Pharma,Rail,Clear,Fragile,83.15,190.14,Cancelled
26575,2016-08-28 05:26:04.611646128,Monsoon,Morning,Central,Central,Electronics,Road,Clear,Hazardous,118.99,166.68,Delayed
26576,2016-08-28 06:18:39.107191072,Monsoon,Morning,South,Central,Agriculture,Rail,Clear,Perishable,97.17,162.98,On Time
26577,2016-08-28 07:11:13.602736032,Monsoon,Morning,Central,North,Pharma,Sea,Rain,Perishable,48.93,280.39,Delayed
26578,2016-08-28 08:03:48.098280992,Monsoon,Morning,West,North,Electronics,Road,Clear,Perishable,104.66,189.29,Cancelled
26579,2016-08-28 08:56:22.593825936,Monsoon,Morning,North,North,Automobile,Sea,Storm,Hazardous,46.0,297.87,Delayed
26580,2016-08-28 09:48:57.089370896,Monsoon,Morning,South,West,Pharma,Sea,Rain,Perishable,100.69,137.67,On Time
26581,2016-08-28 10:41:31.584915856,Monsoon,Morning,East,South,Electronics,Sea,Storm,Hazardous,81.26,170.19,Delayed
26582,2016-08-28 11:34:06.080460816,Monsoon,Morning,South,North,Automobile,Sea,Storm,Perishable,33.1,410.56,Delayed
26583,2016-08-28 12:26:40.576005760,Monsoon,Afternoon,South,South,Automobile,Rail,Fog,None,55.8,281.69,Cancelled
26584,2016-08-28 13:19:15.071550720,Monsoon,Afternoon,East,South,FMCG,Sea,Clear,Fragile,100.28,138.23,Delayed
26585,2016-08-28 14:11:49.567095680,Monsoon,Afternoon,Central,South,Electronics,Road,Clear,None,112.84,175.69,On Time
26586,2016-08-28 15:04:24.062640624,Monsoon,Afternoon,South,Central,Electronics,Road,Rain,Hazardous,86.18,229.41,On Time
26587,2016-08-28 15:56:58.558185584,Monsoon,Afternoon,South,North,FMCG,Sea,Clear,Fragile,69.05,199.86,On Time
26588,2016-08-28 16:49:33.053730544,Monsoon,Afternoon,North,East,Electronics,Road,Rain,Hazardous,64.92,303.4,On Time
26589,2016-08-28 17:42:07.549275504,Monsoon,Evening,North,East,Electronics,Road,Clear,None,92.61,213.65,Delayed
26590,2016-08-28 18:34:42.044820448,Monsoon,Evening,West,Central,Automobile,Road,Clear,Perishable,74.04,266.52,Delayed
26591,2016-08-28 19:27:16.540365408,Monsoon,Evening,East,West,Pharma,Sea,Clear,Fragile,70.82,194.93,On Time
26592,2016-08-28 20:19:51.035910368,Monsoon,Evening,Central,West,FMCG,Air,Clear,Perishable,87.61,338.56,On Time
26593,2016-08-28 21:12:25.531455312,Monsoon,Night,Central,North,FMCG,Air,Clear,Hazardous,114.07,260.71,On Time
26594,2016-08-28 22:05:00.027000272,Monsoon,Night,West,East,Automobile,Rail,Clear,Perishable,73.41,215.02,Delayed
26595,2016-08-28 22:57:34.522545232,Monsoon,Night,Central,South,Pharma,Road,Fog,Fragile,71.89,274.39,Delayed
26596,2016-08-28 23:50:09.018090192,Monsoon,Night,Central,North,Agriculture,Air,Clear,Perishable,132.31,225.04,On Time
